# cid2code.txt (Version 08/28/2009)
#
# The data in this table contains 14 tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5079 "Adobe-GB1-5 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 30283 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 14, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "GB-H" and "GB-V" CMaps (GB
#   2312-80 character set, ISO-2022-CN encoding).
#
# o Column 3: Character codes for the "GB-EUC-H" and "GB-EUC-V" CMaps
#   (GB 2312-80 character set, EUC-CN encoding, half-width Latin
#   characters).
#
# o Column 4: Character codes for the "GBpc-EUC-H" and "GBpc-EUC-V"
#   CMaps (MacOS-S character set, EUC-CN encoding, proportional Latin
#   characters).
#
# o Column 5: Character codes for the "GBT-H" and "GBT-V" CMaps (GB/T
#   12345-90 character set, ISO-2022-CN encoding).
#
# o Column 6: Character codes for the "GBT-EUC-H" and "GBT-EUC-V"
#   CMaps (GB/T 12345-90 character set, EUC-CN encoding, half-width
#   Latin characters).
#
# o Column 7: Character codes for the "GBTpc-EUC-H" and "GBTpc-EUC-V"
#   CMaps (GB/T 12345-90 character set for MacOS-S, EUC-CN encoding,
#   proportional Latin characters).
#
# o Column 8: Character codes for the "GBK-EUC-H" and "GBK-EUC-V"
#   CMaps (GBK character set used on Windows 95 for PRC Chinese,
#   GBK encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "GBKp-EUC-H" and "GBKp-EUC-V"
#   CMaps (GBK character set used on Windows 95 for PRC Chinese,
#   GBK encoding, proportional Latin characters).
#
# o Column 10: Character codes for the "GBK2K-H" and "GBK2K-V"
#   CMaps (GB 18030-2000 character set, the mixed one-, two-, and
#   four-byte encoding defined in GB 18030-2000, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniGB-UCS2-H" and "UniGB-UCS2-V"
#   CMaps (Unicode UCS-2/UTF-16 encoding, proportional Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 12: Character codes for the "UniGB-UTF8-H" and "UniGB-UTF8-V"
#   CMaps (Unicode 4.1 UTF-8 encoding, proportional Latin characters).
#
# o Column 13: Character codes for the "UniGB-UTF16-H" and
#   "UniGB-UTF16-V" CMaps (Unicode 4.1 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 14: Character codes for the "UniGB-UTF32-H" and
#   "UniGB-UTF32-V" CMaps (Unicode 4.1 UTF-32 encoding, proportional
#   Latin characters).
#
CID	GB	GB-EUC	GBpc-EUC	GBT	GBT-EUC	GBTpc-EUC	GBK-EUC	GBKp-EUC	GBK2K	UniGB-UCS2	UniGB-UTF8	UniGB-UTF16	UniGB-UTF32
10854	*	*	*	*	*	*	85b0	85b0	85b0	53de	e58f9e	53de	000053de
10855	*	*	*	*	*	*	85b1	85b1	85b1	53e1	e58fa1	53e1	000053e1
10856	*	*	*	*	*	*	85b3	85b3	85b3	53e7	e58fa7	53e7	000053e7
10857	*	*	*	*	*	*	85b4	85b4	85b4	53f4	e58fb4	53f4	000053f4
10858	*	*	*	*	*	*	85b5	85b5	85b5	53fa	e58fba	53fa	000053fa
10859	*	*	*	*	*	*	85b6	85b6	85b6	53fe	e58fbe	53fe	000053fe
10860	*	*	*	*	*	*	85b7	85b7	85b7	53ff	e58fbf	53ff	000053ff
10861	*	*	*	*	*	*	85b8	85b8	85b8	5400	e59080	5400	00005400
10862	*	*	*	*	*	*	85b9	85b9	85b9	5402	e59082	5402	00005402
10863	*	*	*	*	*	*	85ba	85ba	85ba	5405	e59085	5405	00005405
10864	*	*	*	*	*	*	85bb	85bb	85bb	5407	e59087	5407	00005407
10865	*	*	*	*	*	*	85bc	85bc	85bc	540b	e5908b	540b	0000540b
10866	*	*	*	*	*	*	85bd	85bd	85bd	5414	e59094	5414	00005414
10867	*	*	*	*	*	*	85be	85be	85be	5418	e59098	5418	00005418
10868	*	*	*	*	*	*	85bf	85bf	85bf	5419	e59099	5419	00005419
10869	*	*	*	*	*	*	85c0	85c0	85c0	541a	e5909a	541a	0000541a
10870	*	*	*	*	*	*	85c1	85c1	85c1	541c	e5909c	541c	0000541c
10871	*	*	*	*	*	*	85c2	85c2	85c2	5422	e590a2	5422	00005422
10872	*	*	*	*	*	*	85c3	85c3	85c3	5424	e590a4	5424	00005424
10873	*	*	*	*	*	*	85c4	85c4	85c4	5425	e590a5	5425	00005425
10874	*	*	*	*	*	*	85c5	85c5	85c5	542a	e590aa	542a	0000542a
10875	*	*	*	*	*	*	85c6	85c6	85c6	5430	e590b0	5430	00005430
10876	*	*	*	*	*	*	85c7	85c7	85c7	5433	e590b3	5433	00005433
10877	*	*	*	*	*	*	85c8	85c8	85c8	5436	e590b6	5436	00005436
10878	*	*	*	*	*	*	85c9	85c9	85c9	5437	e590b7	5437	00005437
10879	*	*	*	*	*	*	85ca	85ca	85ca	543a	e590ba	543a	0000543a
10880	*	*	*	*	*	*	85cb	85cb	85cb	543d	e590bd	543d	0000543d
10881	*	*	*	*	*	*	85cc	85cc	85cc	543f	e590bf	543f	0000543f
10882	*	*	*	*	*	*	85cd	85cd	85cd	5441	e59181	5441	00005441
10883	*	*	*	*	*	*	85ce	85ce	85ce	5442	e59182	5442	00005442
10884	*	*	*	*	*	*	85cf	85cf	85cf	5444	e59184	5444	00005444
10885	*	*	*	*	*	*	85d0	85d0	85d0	5445	e59185	5445	00005445
10886	*	*	*	*	*	*	85d1	85d1	85d1	5447	e59187	5447	00005447
10887	*	*	*	*	*	*	85d2	85d2	85d2	5449	e59189	5449	00005449
10888	*	*	*	*	*	*	85d3	85d3	85d3	544c	e5918c	544c	0000544c
10889	*	*	*	*	*	*	85d4	85d4	85d4	544d	e5918d	544d	0000544d
10890	*	*	*	*	*	*	85d5	85d5	85d5	544e	e5918e	544e	0000544e
10891	*	*	*	*	*	*	85d6	85d6	85d6	544f	e5918f	544f	0000544f
10892	*	*	*	*	*	*	85d7	85d7	85d7	5451	e59191	5451	00005451
10893	*	*	*	*	*	*	85d8	85d8	85d8	545a	e5919a	545a	0000545a
10894	*	*	*	*	*	*	85d9	85d9	85d9	545d	e5919d	545d	0000545d
10895	*	*	*	*	*	*	85da	85da	85da	545e	e5919e	545e	0000545e
10896	*	*	*	*	*	*	85db	85db	85db	545f	e5919f	545f	0000545f
10897	*	*	*	*	*	*	85dc	85dc	85dc	5460	e591a0	5460	00005460
10898	*	*	*	*	*	*	85dd	85dd	85dd	5461	e591a1	5461	00005461
10899	*	*	*	*	*	*	85de	85de	85de	5463	e591a3	5463	00005463
10900	*	*	*	*	*	*	85df	85df	85df	5465	e591a5	5465	00005465
10901	*	*	*	*	*	*	85e0	85e0	85e0	5467	e591a7	5467	00005467
10902	*	*	*	*	*	*	85e1	85e1	85e1	5469	e591a9	5469	00005469
10903	*	*	*	*	*	*	85e2	85e2	85e2	546a	e591aa	546a	0000546a
10904	*	*	*	*	*	*	85e3	85e3	85e3	546b	e591ab	546b	0000546b
10905	*	*	*	*	*	*	85e4	85e4	85e4	546c	e591ac	546c	0000546c
10906	*	*	*	*	*	*	85e5	85e5	85e5	546d	e591ad	546d	0000546d
10907	*	*	*	*	*	*	85e6	85e6	85e6	546e	e591ae	546e	0000546e
10908	*	*	*	*	*	*	85e7	85e7	85e7	546f	e591af	546f	0000546f
10909	*	*	*	*	*	*	85e8	85e8	85e8	5470	e591b0	5470	00005470
10910	*	*	*	*	*	*	85e9	85e9	85e9	5474	e591b4	5474	00005474
10911	*	*	*	*	*	*	85ea	85ea	85ea	5479	e591b9	5479	00005479
10912	*	*	*	*	*	*	85eb	85eb	85eb	547a	e591ba	547a	0000547a
10913	*	*	*	*	*	*	85ec	85ec	85ec	547e	e591be	547e	0000547e
10914	*	*	*	*	*	*	85ed	85ed	85ed	547f	e591bf	547f	0000547f
10915	*	*	*	*	*	*	85ee	85ee	85ee	5481	e59281	5481	00005481
10916	*	*	*	*	*	*	85ef	85ef	85ef	5483	e59283	5483	00005483
10917	*	*	*	*	*	*	85f0	85f0	85f0	5485	e59285	5485	00005485
10918	*	*	*	*	*	*	85f1	85f1	85f1	5487	e59287	5487	00005487
10919	*	*	*	*	*	*	85f2	85f2	85f2	5488	e59288	5488	00005488
10920	*	*	*	*	*	*	85f3	85f3	85f3	5489	e59289	5489	00005489
10921	*	*	*	*	*	*	85f4	85f4	85f4	548a	e5928a	548a	0000548a
10922	*	*	*	*	*	*	85f5	85f5	85f5	548d	e5928d	548d	0000548d
10923	*	*	*	*	*	*	85f6	85f6	85f6	5491	e59291	5491	00005491
10924	*	*	*	*	*	*	85f7	85f7	85f7	5493	e59293	5493	00005493
10925	*	*	*	*	*	*	85f8	85f8	85f8	5497	e59297	5497	00005497
10926	*	*	*	*	*	*	85f9	85f9	85f9	5498	e59298	5498	00005498
10927	*	*	*	*	*	*	85fa	85fa	85fa	549c	e5929c	549c	0000549c
10928	*	*	*	*	*	*	85fb	85fb	85fb	549e	e5929e	549e	0000549e
10929	*	*	*	*	*	*	85fc	85fc	85fc	549f	e5929f	549f	0000549f
10930	*	*	*	*	*	*	85fd	85fd	85fd	54a0	e592a0	54a0	000054a0
10931	*	*	*	*	*	*	85fe	85fe	85fe	54a1	e592a1	54a1	000054a1
10932	*	*	*	*	*	*	8640	8640	8640	54a2	e592a2	54a2	000054a2
10933	*	*	*	*	*	*	8641	8641	8641	54a5	e592a5	54a5	000054a5
10934	*	*	*	*	*	*	8642	8642	8642	54ae	e592ae	54ae	000054ae
10935	*	*	*	*	*	*	8643	8643	8643	54b0	e592b0	54b0	000054b0
10936	*	*	*	*	*	*	8644	8644	8644	54b2	e592b2	54b2	000054b2
10937	*	*	*	*	*	*	8645	8645	8645	54b5	e592b5	54b5	000054b5
10938	*	*	*	*	*	*	8646	8646	8646	54b6	e592b6	54b6	000054b6
10939	*	*	*	*	*	*	8647	8647	8647	54b7	e592b7	54b7	000054b7
10940	*	*	*	*	*	*	8648	8648	8648	54b9	e592b9	54b9	000054b9
10941	*	*	*	*	*	*	8649	8649	8649	54ba	e592ba	54ba	000054ba
10942	*	*	*	*	*	*	864b	864b	864b	54be	e592be	54be	000054be
10943	*	*	*	*	*	*	864c	864c	864c	54c3	e59383	54c3	000054c3
10944	*	*	*	*	*	*	864d	864d	864d	54c5	e59385	54c5	000054c5
10945	*	*	*	*	*	*	864e	864e	864e	54ca	e5938a	54ca	000054ca
10946	*	*	*	*	*	*	864f	864f	864f	54cb	e5938b	54cb	000054cb
10947	*	*	*	*	*	*	8650	8650	8650	54d6	e59396	54d6	000054d6
10948	*	*	*	*	*	*	8651	8651	8651	54d8	e59398	54d8	000054d8
10949	*	*	*	*	*	*	8652	8652	8652	54db	e5939b	54db	000054db
10950	*	*	*	*	*	*	8653	8653	8653	54e0	e593a0	54e0	000054e0
10951	*	*	*	*	*	*	8655	8655	8655	54e2	e593a2	54e2	000054e2
10952	*	*	*	*	*	*	8656	8656	8656	54e3	e593a3	54e3	000054e3
10953	*	*	*	*	*	*	8657	8657	8657	54e4	e593a4	54e4	000054e4
10954	*	*	*	*	*	*	8658	8658	8658	54eb	e593ab	54eb	000054eb
10955	*	*	*	*	*	*	8659	8659	8659	54ec	e593ac	54ec	000054ec
10956	*	*	*	*	*	*	865a	865a	865a	54ef	e593af	54ef	000054ef
10957	*	*	*	*	*	*	865b	865b	865b	54f0	e593b0	54f0	000054f0
10958	*	*	*	*	*	*	865c	865c	865c	54f1	e593b1	54f1	000054f1
10959	*	*	*	*	*	*	865d	865d	865d	54f4	e593b4	54f4	000054f4
10960	*	*	*	*	*	*	865e	865e	865e	54f5	e593b5	54f5	000054f5
10961	*	*	*	*	*	*	865f	865f	865f	54f6	e593b6	54f6	000054f6
10962	*	*	*	*	*	*	8660	8660	8660	54f7	e593b7	54f7	000054f7
10963	*	*	*	*	*	*	8661	8661	8661	54f8	e593b8	54f8	000054f8
10964	*	*	*	*	*	*	8662	8662	8662	54f9	e593b9	54f9	000054f9
10965	*	*	*	*	*	*	8663	8663	8663	54fb	e593bb	54fb	000054fb
10966	*	*	*	*	*	*	8664	8664	8664	54fe	e593be	54fe	000054fe
10967	*	*	*	*	*	*	8665	8665	8665	5500	e59480	5500	00005500
10968	*	*	*	*	*	*	8666	8666	8666	5502	e59482	5502	00005502
10969	*	*	*	*	*	*	8667	8667	8667	5503	e59483	5503	00005503
10970	*	*	*	*	*	*	8669	8669	8669	5505	e59485	5505	00005505
10971	*	*	*	*	*	*	866a	866a	866a	5508	e59488	5508	00005508
10972	*	*	*	*	*	*	866b	866b	866b	550a	e5948a	550a	0000550a
10973	*	*	*	*	*	*	866c	866c	866c	550b	e5948b	550b	0000550b
10974	*	*	*	*	*	*	866d	866d	866d	550c	e5948c	550c	0000550c
10975	*	*	*	*	*	*	866e	866e	866e	550d	e5948d	550d	0000550d
10976	*	*	*	*	*	*	866f	866f	866f	550e	e5948e	550e	0000550e
10977	*	*	*	*	*	*	8670	8670	8670	5512	e59492	5512	00005512
10978	*	*	*	*	*	*	8671	8671	8671	5513	e59493	5513	00005513
10979	*	*	*	*	*	*	8672	8672	8672	5515	e59495	5515	00005515
10980	*	*	*	*	*	*	8673	8673	8673	5516	e59496	5516	00005516
10981	*	*	*	*	*	*	8674	8674	8674	5517	e59497	5517	00005517
10982	*	*	*	*	*	*	8675	8675	8675	5518	e59498	5518	00005518
10983	*	*	*	*	*	*	8676	8676	8676	5519	e59499	5519	00005519
10984	*	*	*	*	*	*	8677	8677	8677	551a	e5949a	551a	0000551a
10985	*	*	*	*	*	*	8678	8678	8678	551c	e5949c	551c	0000551c
10986	*	*	*	*	*	*	8679	8679	8679	551d	e5949d	551d	0000551d
10987	*	*	*	*	*	*	867a	867a	867a	551e	e5949e	551e	0000551e
10988	*	*	*	*	*	*	867b	867b	867b	551f	e5949f	551f	0000551f
10989	*	*	*	*	*	*	867c	867c	867c	5521	e594a1	5521	00005521
10990	*	*	*	*	*	*	867d	867d	867d	5525	e594a5	5525	00005525
10991	*	*	*	*	*	*	867e	867e	867e	5526	e594a6	5526	00005526
10992	*	*	*	*	*	*	8680	8680	8680	5528	e594a8	5528	00005528
10993	*	*	*	*	*	*	8681	8681	8681	5529	e594a9	5529	00005529
10994	*	*	*	*	*	*	8682	8682	8682	552b	e594ab	552b	0000552b
10995	*	*	*	*	*	*	8683	8683	8683	552d	e594ad	552d	0000552d
10996	*	*	*	*	*	*	8684	8684	8684	5532	e594b2	5532	00005532
10997	*	*	*	*	*	*	8685	8685	8685	5534	e594b4	5534	00005534
10998	*	*	*	*	*	*	8686	8686	8686	5535	e594b5	5535	00005535
10999	*	*	*	*	*	*	8687	8687	8687	5536	e594b6	5536	00005536
11000	*	*	*	*	*	*	8688	8688	8688	5538	e594b8	5538	00005538
11001	*	*	*	*	*	*	8689	8689	8689	5539	e594b9	5539	00005539
11002	*	*	*	*	*	*	868a	868a	868a	553a	e594ba	553a	0000553a
11003	*	*	*	*	*	*	868b	868b	868b	553b	e594bb	553b	0000553b
11004	*	*	*	*	*	*	868c	868c	868c	553d	e594bd	553d	0000553d
11005	*	*	*	*	*	*	868d	868d	868d	5540	e59580	5540	00005540
11006	*	*	*	*	*	*	868e	868e	868e	5542	e59582	5542	00005542
11007	*	*	*	*	*	*	868f	868f	868f	5545	e59585	5545	00005545
11008	*	*	*	*	*	*	8690	8690	8690	5547	e59587	5547	00005547
11009	*	*	*	*	*	*	8691	8691	8691	5548	e59588	5548	00005548
11010	*	*	*	*	*	*	8692	8692	8692	554b	e5958b	554b	0000554b
11011	*	*	*	*	*	*	8693	8693	8693	554c	e5958c	554c	0000554c
11012	*	*	*	*	*	*	8694	8694	8694	554d	e5958d	554d	0000554d
11013	*	*	*	*	*	*	8695	8695	8695	554e	e5958e	554e	0000554e
11014	*	*	*	*	*	*	8697	8697	8697	5551	e59591	5551	00005551
11015	*	*	*	*	*	*	8698	8698	8698	5552	e59592	5552	00005552
11016	*	*	*	*	*	*	869a	869a	869a	5554	e59594	5554	00005554
11017	*	*	*	*	*	*	869b	869b	869b	5557	e59597	5557	00005557
11018	*	*	*	*	*	*	869c	869c	869c	5558	e59598	5558	00005558
11019	*	*	*	*	*	*	869d	869d	869d	5559	e59599	5559	00005559
11020	*	*	*	*	*	*	869e	869e	869e	555a	e5959a	555a	0000555a
11021	*	*	*	*	*	*	869f	869f	869f	555b	e5959b	555b	0000555b
11022	*	*	*	*	*	*	86a0	86a0	86a0	555d	e5959d	555d	0000555d
11023	*	*	*	*	*	*	86a2	86a2	86a2	555f	e5959f	555f	0000555f
11024	*	*	*	*	*	*	86a3	86a3	86a3	5560	e595a0	5560	00005560
11025	*	*	*	*	*	*	86a4	86a4	86a4	5562	e595a2	5562	00005562
11026	*	*	*	*	*	*	86a5	86a5	86a5	5563	e595a3	5563	00005563
11027	*	*	*	*	*	*	86a6	86a6	86a6	5568	e595a8	5568	00005568
11028	*	*	*	*	*	*	86a7	86a7	86a7	5569	e595a9	5569	00005569
11029	*	*	*	*	*	*	86a8	86a8	86a8	556b	e595ab	556b	0000556b
11030	*	*	*	*	*	*	86a9	86a9	86a9	556f	e595af	556f	0000556f
11031	*	*	*	*	*	*	86aa	86aa	86aa	5570	e595b0	5570	00005570
11032	*	*	*	*	*	*	86ab	86ab	86ab	5571	e595b1	5571	00005571
11033	*	*	*	*	*	*	86ac	86ac	86ac	5572	e595b2	5572	00005572
11034	*	*	*	*	*	*	86ad	86ad	86ad	5573	e595b3	5573	00005573
11035	*	*	*	*	*	*	86ae	86ae	86ae	5574	e595b4	5574	00005574
11036	*	*	*	*	*	*	86af	86af	86af	5579	e595b9	5579	00005579
11037	*	*	*	*	*	*	86b0	86b0	86b0	557a	e595ba	557a	0000557a
11038	*	*	*	*	*	*	86b1	86b1	86b1	557d	e595bd	557d	0000557d
11039	*	*	*	*	*	*	86b2	86b2	86b2	557f	e595bf	557f	0000557f
11040	*	*	*	*	*	*	86b3	86b3	86b3	5585	e59685	5585	00005585
11041	*	*	*	*	*	*	86b4	86b4	86b4	5586	e59686	5586	00005586
11042	*	*	*	*	*	*	86b5	86b5	86b5	558c	e5968c	558c	0000558c
11043	*	*	*	*	*	*	86b6	86b6	86b6	558d	e5968d	558d	0000558d
11044	*	*	*	*	*	*	86b7	86b7	86b7	558e	e5968e	558e	0000558e
11045	*	*	*	*	*	*	86b8	86b8	86b8	5590	e59690	5590	00005590
11046	*	*	*	*	*	*	86b9	86b9	86b9	5592	e59692	5592	00005592
11047	*	*	*	*	*	*	86ba	86ba	86ba	5593	e59693	5593	00005593
11048	*	*	*	*	*	*	86bb	86bb	86bb	5595	e59695	5595	00005595
11049	*	*	*	*	*	*	86bc	86bc	86bc	5596	e59696	5596	00005596
11050	*	*	*	*	*	*	86bd	86bd	86bd	5597	e59697	5597	00005597
11051	*	*	*	*	*	*	86be	86be	86be	559a	e5969a	559a	0000559a
11052	*	*	*	*	*	*	86bf	86bf	86bf	559b	e5969b	559b	0000559b
11053	*	*	*	*	*	*	86c0	86c0	86c0	559e	e5969e	559e	0000559e
11054	*	*	*	*	*	*	86c1	86c1	86c1	55a0	e596a0	55a0	000055a0
11055	*	*	*	*	*	*	86c2	86c2	86c2	55a1	e596a1	55a1	000055a1
11056	*	*	*	*	*	*	86c3	86c3	86c3	55a2	e596a2	55a2	000055a2
11057	*	*	*	*	*	*	86c4	86c4	86c4	55a3	e596a3	55a3	000055a3
11058	*	*	*	*	*	*	86c5	86c5	86c5	55a4	e596a4	55a4	000055a4
11059	*	*	*	*	*	*	86c6	86c6	86c6	55a5	e596a5	55a5	000055a5
11060	*	*	*	*	*	*	86c7	86c7	86c7	55a6	e596a6	55a6	000055a6
11061	*	*	*	*	*	*	86c8	86c8	86c8	55a8	e596a8	55a8	000055a8
11062	*	*	*	*	*	*	86c9	86c9	86c9	55a9	e596a9	55a9	000055a9
11063	*	*	*	*	*	*	86cb	86cb	86cb	55ab	e596ab	55ab	000055ab
11064	*	*	*	*	*	*	86cd	86cd	86cd	55ad	e596ad	55ad	000055ad
11065	*	*	*	*	*	*	86cf	86cf	86cf	55af	e596af	55af	000055af
11066	*	*	*	*	*	*	86d0	86d0	86d0	55b0	e596b0	55b0	000055b0
11067	*	*	*	*	*	*	86d2	86d2	86d2	55b4	e596b4	55b4	000055b4
11068	*	*	*	*	*	*	86d3	86d3	86d3	55b6	e596b6	55b6	000055b6
11069	*	*	*	*	*	*	86d4	86d4	86d4	55b8	e596b8	55b8	000055b8
11070	*	*	*	*	*	*	86d5	86d5	86d5	55ba	e596ba	55ba	000055ba
11071	*	*	*	*	*	*	86d6	86d6	86d6	55bc	e596bc	55bc	000055bc
11072	*	*	*	*	*	*	86d7	86d7	86d7	55bf	e596bf	55bf	000055bf
11073	*	*	*	*	*	*	86d8	86d8	86d8	55c0	e59780	55c0	000055c0
11074	*	*	*	*	*	*	86d9	86d9	86d9	55c1	e59781	55c1	000055c1
11075	*	*	*	*	*	*	86da	86da	86da	55c2	e59782	55c2	000055c2
11076	*	*	*	*	*	*	86db	86db	86db	55c3	e59783	55c3	000055c3
11077	*	*	*	*	*	*	86de	86de	86de	55c8	e59788	55c8	000055c8
11078	*	*	*	*	*	*	86df	86df	86df	55ca	e5978a	55ca	000055ca
11079	*	*	*	*	*	*	86e0	86e0	86e0	55cb	e5978b	55cb	000055cb
11080	*	*	*	*	*	*	86e2	86e2	86e2	55cf	e5978f	55cf	000055cf
11081	*	*	*	*	*	*	86e3	86e3	86e3	55d0	e59790	55d0	000055d0
11082	*	*	*	*	*	*	86e4	86e4	86e4	55d5	e59795	55d5	000055d5
11083	*	*	*	*	*	*	86e5	86e5	86e5	55d7	e59797	55d7	000055d7
11084	*	*	*	*	*	*	86e6	86e6	86e6	55d8	e59798	55d8	000055d8
11085	*	*	*	*	*	*	86e7	86e7	86e7	55d9	e59799	55d9	000055d9
11086	*	*	*	*	*	*	86e9	86e9	86e9	55db	e5979b	55db	000055db
11087	*	*	*	*	*	*	86ea	86ea	86ea	55de	e5979e	55de	000055de
11088	*	*	*	*	*	*	86eb	86eb	86eb	55e0	e597a0	55e0	000055e0
11089	*	*	*	*	*	*	86ec	86ec	86ec	55e2	e597a2	55e2	000055e2
11090	*	*	*	*	*	*	86ed	86ed	86ed	55e7	e597a7	55e7	000055e7
11091	*	*	*	*	*	*	86ef	86ef	86ef	55ed	e597ad	55ed	000055ed
11092	*	*	*	*	*	*	86f0	86f0	86f0	55ee	e597ae	55ee	000055ee
11093	*	*	*	*	*	*	86f1	86f1	86f1	55f0	e597b0	55f0	000055f0
11094	*	*	*	*	*	*	86f2	86f2	86f2	55f1	e597b1	55f1	000055f1
11095	*	*	*	*	*	*	86f3	86f3	86f3	55f4	e597b4	55f4	000055f4
11096	*	*	*	*	*	*	86f5	86f5	86f5	55f8	e597b8	55f8	000055f8
11097	*	*	*	*	*	*	86f6	86f6	86f6	55f9	e597b9	55f9	000055f9
11098	*	*	*	*	*	*	86f7	86f7	86f7	55fa	e597ba	55fa	000055fa
11099	*	*	*	*	*	*	86f8	86f8	86f8	55fb	e597bb	55fb	000055fb
11100	*	*	*	*	*	*	86f9	86f9	86f9	55fc	e597bc	55fc	000055fc
11101	*	*	*	*	*	*	86fa	86fa	86fa	55ff	e597bf	55ff	000055ff
11102	*	*	*	*	*	*	86fb	86fb	86fb	5602	e59882	5602	00005602
11103	*	*	*	*	*	*	86fc	86fc	86fc	5603	e59883	5603	00005603
11104	*	*	*	*	*	*	86fd	86fd	86fd	5604	e59884	5604	00005604
11105	*	*	*	*	*	*	86fe	86fe	86fe	5605	e59885	5605	00005605
11106	*	*	*	*	*	*	8741	8741	8741	5607	e59887	5607	00005607
11107	*	*	*	*	*	*	8742	8742	8742	560a	e5988a	560a	0000560a
11108	*	*	*	*	*	*	8743	8743	8743	560b	e5988b	560b	0000560b
11109	*	*	*	*	*	*	8745	8745	8745	5610	e59890	5610	00005610
11110	*	*	*	*	*	*	8746	8746	8746	5611	e59891	5611	00005611
11111	*	*	*	*	*	*	8747	8747	8747	5612	e59892	5612	00005612
11112	*	*	*	*	*	*	8748	8748	8748	5613	e59893	5613	00005613
11113	*	*	*	*	*	*	874a	874a	874a	5615	e59895	5615	00005615
11114	*	*	*	*	*	*	874d	874d	874d	5619	e59899	5619	00005619
11115	*	*	*	*	*	*	874e	874e	874e	561a	e5989a	561a	0000561a
11116	*	*	*	*	*	*	8750	8750	8750	561d	e5989d	561d	0000561d
11117	*	*	*	*	*	*	8751	8751	8751	5620	e598a0	5620	00005620
11118	*	*	*	*	*	*	8752	8752	8752	5621	e598a1	5621	00005621
11119	*	*	*	*	*	*	8753	8753	8753	5622	e598a2	5622	00005622
11120	*	*	*	*	*	*	8754	8754	8754	5625	e598a5	5625	00005625
11121	*	*	*	*	*	*	8755	8755	8755	5626	e598a6	5626	00005626
11122	*	*	*	*	*	*	8756	8756	8756	5628	e598a8	5628	00005628
11123	*	*	*	*	*	*	8758	8758	8758	562a	e598aa	562a	0000562a
11124	*	*	*	*	*	*	8759	8759	8759	562b	e598ab	562b	0000562b
11125	*	*	*	*	*	*	875d	875d	875d	5633	e598b3	5633	00005633
11126	*	*	*	*	*	*	875f	875f	875f	5637	e598b7	5637	00005637
11127	*	*	*	*	*	*	8761	8761	8761	563a	e598ba	563a	0000563a
11128	*	*	*	*	*	*	8762	8762	8762	563c	e598bc	563c	0000563c
11129	*	*	*	*	*	*	8763	8763	8763	563d	e598bd	563d	0000563d
11130	*	*	*	*	*	*	8764	8764	8764	563e	e598be	563e	0000563e
11131	*	*	*	*	*	*	8765	8765	8765	5640	e59980	5640	00005640
11132	*	*	*	*	*	*	8767	8767	8767	5642	e59982	5642	00005642
11133	*	*	*	*	*	*	8768	8768	8768	5643	e59983	5643	00005643
11134	*	*	*	*	*	*	8769	8769	8769	5644	e59984	5644	00005644
11135	*	*	*	*	*	*	876a	876a	876a	5645	e59985	5645	00005645
11136	*	*	*	*	*	*	876b	876b	876b	5646	e59986	5646	00005646
11137	*	*	*	*	*	*	876c	876c	876c	5647	e59987	5647	00005647
11138	*	*	*	*	*	*	876d	876d	876d	5648	e59988	5648	00005648
11139	*	*	*	*	*	*	876e	876e	876e	5649	e59989	5649	00005649
11140	*	*	*	*	*	*	876f	876f	876f	564a	e5998a	564a	0000564a
11141	*	*	*	*	*	*	8770	8770	8770	564b	e5998b	564b	0000564b
11142	*	*	*	*	*	*	8771	8771	8771	564f	e5998f	564f	0000564f
11143	*	*	*	*	*	*	8772	8772	8772	5650	e59990	5650	00005650
11144	*	*	*	*	*	*	8773	8773	8773	5651	e59991	5651	00005651
11145	*	*	*	*	*	*	8774	8774	8774	5652	e59992	5652	00005652
11146	*	*	*	*	*	*	8775	8775	8775	5653	e59993	5653	00005653
11147	*	*	*	*	*	*	8776	8776	8776	5655	e59995	5655	00005655
11148	*	*	*	*	*	*	8777	8777	8777	5656	e59996	5656	00005656
11149	*	*	*	*	*	*	8778	8778	8778	565a	e5999a	565a	0000565a
11150	*	*	*	*	*	*	8779	8779	8779	565b	e5999b	565b	0000565b
