# cid2code.txt (Version 08/23/2009)
#
# The data in this table contains nineteen tab-delimited columns of
# information. The contents of this file supplement Technical Note 
# #5080 "Adobe-CNS1-6 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 19155 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 19, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "B5-H" and "B5-V" CMaps (Big
#   Five character set, Big Five encoding, half-width Latin
#   characters).
#
# o Column 3: Character codes for the "B5pc-H" and "B5pc-V" CMaps
#   (MacOS-T character set, Big Five encoding, proportional Latin
#   characters).
#
# o Column 4: Character codes for the "ETen-B5-H" and "ETen-B5-V"
#   CMaps (Big Five character set with ETen extensions, Big Five
#   encoding, half-width Latin characters).
#
# o Column 5: Character codes for the "ETenms-B5-H" and
#   "ETenms-B5-V" CMaps (Big Five character set with ETen extensions,
#   Big Five encoding, proportional Latin characters).
#
# o Column 6: Character codes for the "CNS1-H" and "CNS1-V" CMaps
#   (CNS 11643-1992 character set, Plane 1, ISO-2022-CN encoding).
#
# o Column 7: Character codes for the "CNS2-H" and "CNS2-V" CMaps
#   (CNS 11643-1992 character set, Plane 2, ISO-2022-CN encoding).
#
# o Column 8: Character codes for the "CNS-EUC-H" and "CNS-EUC-V"
#   CMaps (CNS 11643-1992 character set, Planes 1 and 2, EUC-TW
#   encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "UniCNS-UCS2-H" and
#   "UniCNS-UCS2-V" CMaps (Unicode UCS-2 encoding, proportional
#   Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 10: Character codes for the "UniCNS-UTF8-H" and
#   "UniCNS-UTF8-V" CMaps (Unicode 5.2 UTF-8 encoding, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniCNS-UTF16-H" and
#   "UniCNS-UTF16-V" CMaps (Unicode 5.2 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 12: Character codes for the "UniCNS-UTF32-H" and
#   "UniCNS-UTF32-V" CMaps (Unicode 5.2 UTF-32 encoding, proportional
#   Latin characters).
#
# o Column 13: Character codes for the "ETHK-B5-H" and "ETHK-B5-V"
#   CMaps (Big Five character set with the ETen and Hong Kong SCS
#   extensions, Big Five encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "HKdla-B5-H" and "HKdla-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   A with 784 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 15: Character codes for the "HKdlb-B5-H" and "HKdlb-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   B with 665 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 16: Character codes for the "HKgccs-B5-H" and "HKgccs-B5-V"
#   CMaps (Big Five character set with Hong Kong's GCCS extension, Big
#   Five encoding, proportional Latin characters).
#
# o Column 17: Character codes for the "HKm314-B5-H" and "HKm314-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 314 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 18: Character codes for the "HKm471-B5-H" and "HKm471-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 471 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "HKscs-B5-H" and "HKscs-B5-V"
#   CMaps (Big Five character set with Hong Kong's SCS extension,
#   Big Five encoding, proportional Latin characters).
#
CID	B5	B5pc	ETen-B5	ETenms-B5	CNS1	CNS2	CNS-EUC	UniCNS-UCS2	UniCNS-UTF8	UniCNS-UTF16	UniCNS-UTF32	ETHK-B5	HKdla-B5	HKdlb-B5	HKgccs-B5	HKm314-B5	HKm471-B5	HKscs-B5
8734	daa9	daa9	daa9	*	*	3e2d	8ea2bead,8ea2beadv	7420	e790a0	7420	00007420	daa9	daa9	daa9	daa9	daa9	daa9	daa9
8735	daaa	daaa	daaa	*	*	3e2e	8ea2beae,8ea2beaev	7432	e790b2	7432	00007432	daaa	daaa	daaa	daaa	daaa	daaa	daaa
8736	daab	daab	daab	*	*	3e2f	8ea2beaf,8ea2beafv	74fb	e793bb	74fb	000074fb	daab	daab	daab	daab	daab	daab	daab
8737	daac	daac	daac	*	*	3e30	8ea2beb0,8ea2beb0v	752f	e794af	752f	0000752f	daac	daac	daac	daac	daac	daac	daac
8738	daad	daad	daad	*	*	3e31	8ea2beb1,8ea2beb1v	756f	e795af	756f	0000756f	daad	daad	daad	daad	daad	daad	daad
8739	daae	daae	daae	*	*	3e32	8ea2beb2,8ea2beb2v	756c	e795ac	756c	0000756c	daae	daae	daae	daae	daae	daae	daae
8740	daaf	daaf	daaf	*	*	3e33	8ea2beb3,8ea2beb3v	75e7	e797a7	75e7	000075e7	daaf	daaf	daaf	daaf	daaf	daaf	daaf
8741	dab0	dab0	dab0	*	*	3e34	8ea2beb4,8ea2beb4v	75da	e7979a	75da	000075da	dab0	dab0	dab0	dab0	dab0	dab0	dab0
8742	dab1	dab1	dab1	*	*	3e35	8ea2beb5,8ea2beb5v	75e1	e797a1	75e1	000075e1	dab1	dab1	dab1	dab1	dab1	dab1	dab1
8743	dab2	dab2	dab2	*	*	3e36	8ea2beb6,8ea2beb6v	75e6	e797a6	75e6	000075e6	dab2	dab2	dab2	dab2	dab2	dab2	dab2
8744	dab3	dab3	dab3	*	*	3e37	8ea2beb7,8ea2beb7v	75dd	e7979d	75dd	000075dd	dab3	dab3	dab3	dab3	dab3	dab3	dab3
8745	dab4	dab4	dab4	*	*	3e38	8ea2beb8,8ea2beb8v	75df	e7979f	75df	000075df	dab4	dab4	dab4	dab4	dab4	dab4	dab4
8746	dab5	dab5	dab5	*	*	3e39	8ea2beb9,8ea2beb9v	75e4	e797a4	75e4	000075e4	dab5	dab5	dab5	dab5	dab5	dab5	dab5
8747	dab6	dab6	dab6	*	*	3e3a	8ea2beba,8ea2bebav	75d7	e79797	75d7	000075d7	dab6	dab6	dab6	dab6	dab6	dab6	dab6
8748	dab7	dab7	dab7	*	*	3e3b	8ea2bebb,8ea2bebbv	7695	e79a95	7695	00007695	dab7	dab7	dab7	dab7	dab7	dab7	dab7
8749	dab8	dab8	dab8	*	*	3e3c	8ea2bebc,8ea2bebcv	7692	e79a92	7692	00007692	dab8	dab8	dab8	dab8	dab8	dab8	dab8
8750	dab9	dab9	dab9	*	*	3e3d	8ea2bebd,8ea2bebdv	76da	e79b9a	76da	000076da	dab9	dab9	dab9	dab9	dab9	dab9	dab9
8751	daba	daba	daba	*	*	3e3e	8ea2bebe,8ea2bebev	7746	e79d86	7746	00007746	daba	daba	daba	daba	daba	daba	daba
8752	dabb	dabb	dabb	*	*	3e3f	8ea2bebf,8ea2bebfv	7747	e79d87	7747	00007747	dabb	dabb	dabb	dabb	dabb	dabb	dabb
8753	dabc	dabc	dabc	*	*	3e40	8ea2bec0,8ea2bec0v	7744	e79d84	7744	00007744	dabc	dabc	dabc	dabc	dabc	dabc	dabc
8754	dabd	dabd	dabd	*	*	3e41	8ea2bec1,8ea2bec1v	774d	e79d8d	774d	0000774d	dabd	dabd	dabd	dabd	dabd	dabd	dabd
8755	dabe	dabe	dabe	*	*	3e42	8ea2bec2,8ea2bec2v	7745	e79d85	7745	00007745	dabe	dabe	dabe	dabe	dabe	dabe	dabe
8756	dabf	dabf	dabf	*	*	3e43	8ea2bec3,8ea2bec3v	774a	e79d8a	774a	0000774a	dabf	dabf	dabf	dabf	dabf	dabf	dabf
8757	dac0	dac0	dac0	*	*	3e44	8ea2bec4,8ea2bec4v	774e	e79d8e	774e	0000774e	dac0	dac0	dac0	dac0	dac0	dac0	dac0
8758	dac1	dac1	dac1	*	*	3e45	8ea2bec5,8ea2bec5v	774b	e79d8b	774b	0000774b	dac1	dac1	dac1	dac1	dac1	dac1	dac1
8759	dac2	dac2	dac2	*	*	3e46	8ea2bec6,8ea2bec6v	774c	e79d8c	774c	0000774c	dac2	dac2	dac2	dac2	dac2	dac2	dac2
8760	dac3	dac3	dac3	*	*	3e47	8ea2bec7,8ea2bec7v	77de	e79f9e	77de	000077de	dac3	dac3	dac3	dac3	dac3	dac3	dac3
8761	dac4	dac4	dac4	*	*	3e48	8ea2bec8,8ea2bec8v	77ec	e79fac	77ec	000077ec	dac4	dac4	dac4	dac4	dac4	dac4	dac4
8762	dac5	dac5	dac5	*	*	3e49	8ea2bec9,8ea2bec9v	7860	e7a1a0	7860	00007860	dac5	dac5	dac5	dac5	dac5	dac5	dac5
8763	dac6	dac6	dac6	*	*	3e4a	8ea2beca,8ea2becav	7864	e7a1a4	7864	00007864	dac6	dac6	dac6	dac6	dac6	dac6	dac6
8764	dac7	dac7	dac7	*	*	3e4b	8ea2becb,8ea2becbv	7865	e7a1a5	7865	00007865	dac7	dac7	dac7	dac7	dac7	dac7	dac7
8765	dac8	dac8	dac8	*	*	3e4c	8ea2becc,8ea2beccv	785c	e7a19c	785c	0000785c	dac8	dac8	dac8	dac8	dac8	dac8	dac8
8766	dac9	dac9	dac9	*	*	3e4d	8ea2becd,8ea2becdv	786d	e7a1ad	786d	0000786d	dac9	dac9	dac9	dac9	dac9	dac9	dac9
8767	daca	daca	daca	*	*	3e4e	8ea2bece,8ea2becev	7871	e7a1b1	7871	00007871	daca	daca	daca	daca	daca	daca	daca
8768	dacb	dacb	dacb	*	*	3e4f	8ea2becf,8ea2becfv	786a	e7a1aa	786a	0000786a	dacb	dacb	dacb	dacb	dacb	dacb	dacb
8769	dacc	dacc	dacc	*	*	3e50	8ea2bed0,8ea2bed0v	786e	e7a1ae	786e	0000786e	dacc	dacc	dacc	dacc	dacc	dacc	dacc
8770	dacd	dacd	dacd	*	*	3e51	8ea2bed1,8ea2bed1v	7870	e7a1b0	7870	00007870	dacd	dacd	dacd	dacd	dacd	dacd	dacd
8771	dace	dace	dace	*	*	3e52	8ea2bed2,8ea2bed2v	7869	e7a1a9	7869	00007869	dace	dace	dace	dace	dace	dace	dace
8772	dacf	dacf	dacf	*	*	3e53	8ea2bed3,8ea2bed3v	7868	e7a1a8	7868	00007868	dacf	dacf	dacf	dacf	dacf	dacf	dacf
8773	dad0	dad0	dad0	*	*	3e54	8ea2bed4,8ea2bed4v	785e	e7a19e	785e	0000785e	dad0	dad0	dad0	dad0	dad0	dad0	dad0
8774	dad1	dad1	dad1	*	*	3e55	8ea2bed5,8ea2bed5v	7862	e7a1a2	7862	00007862	dad1	dad1	dad1	dad1	dad1	dad1	dad1
8775	dad2	dad2	dad2	*	*	3e56	8ea2bed6,8ea2bed6v	7974	e7a5b4	7974	00007974	dad2	dad2	dad2	dad2	dad2	dad2	dad2
8776	dad3	dad3	dad3	*	*	3e57	8ea2bed7,8ea2bed7v	7973	e7a5b3	7973	00007973	dad3	dad3	dad3	dad3	dad3	dad3	dad3
8777	dad4	dad4	dad4	*	*	3e58	8ea2bed8,8ea2bed8v	7972	e7a5b2	7972	00007972	dad4	dad4	dad4	dad4	dad4	dad4	dad4
8778	dad5	dad5	dad5	*	*	3e59	8ea2bed9,8ea2bed9v	7970	e7a5b0	7970	00007970	dad5	dad5	dad5	dad5	dad5	dad5	dad5
8779	dad6	dad6	dad6	*	*	3e5a	8ea2beda,8ea2bedav	7a02	e7a882	7a02	00007a02	dad6	dad6	dad6	dad6	dad6	dad6	dad6
8780	dad7	dad7	dad7	*	*	3e5b	8ea2bedb,8ea2bedbv	7a0a	e7a88a	7a0a	00007a0a	dad7	dad7	dad7	dad7	dad7	dad7	dad7
8781	dad8	dad8	dad8	*	*	3e5c	8ea2bedc,8ea2bedcv	7a03	e7a883	7a03	00007a03	dad8	dad8	dad8	dad8	dad8	dad8	dad8
8782	dad9	dad9	dad9	*	*	3e5d	8ea2bedd,8ea2beddv	7a0c	e7a88c	7a0c	00007a0c	dad9	dad9	dad9	dad9	dad9	dad9	dad9
8783	dada	dada	dada	*	*	3e5e	8ea2bede,8ea2bedev	7a04	e7a884	7a04	00007a04	dada	dada	dada	dada	dada	dada	dada
8784	dadb	dadb	dadb	*	*	3e5f	8ea2bedf,8ea2bedfv	7a99	e7aa99	7a99	00007a99	dadb	dadb	dadb	dadb	dadb	dadb	dadb
8785	dadc	dadc	dadc	*	*	3e60	8ea2bee0,8ea2bee0v	7ae6	e7aba6	7ae6	00007ae6	dadc	dadc	dadc	dadc	dadc	dadc	dadc
8786	dadd	dadd	dadd	*	*	3e61	8ea2bee1,8ea2bee1v	7ae4	e7aba4	7ae4	00007ae4	dadd	dadd	dadd	dadd	dadd	dadd	dadd
8787	dade	dade	dade	*	*	3e62	8ea2bee2,8ea2bee2v	7b4a	e7ad8a	7b4a	00007b4a	dade	dade	dade	dade	dade	dade	dade
8788	d6cc	d6cc	d6cc	*	*	3e63	8ea2bee3,8ea2bee3v	7b47	e7ad87	7b47	00007b47	d6cc	d6cc	d6cc	d6cc	d6cc	d6cc	d6cc
8789	dae0	dae0	dae0	*	*	3e64	8ea2bee4,8ea2bee4v	7b44	e7ad84	7b44	00007b44	dae0	dae0	dae0	dae0	dae0	dae0	dae0
8790	dae1	dae1	dae1	*	*	3e65	8ea2bee5,8ea2bee5v	7b48	e7ad88	7b48	00007b48	dae1	dae1	dae1	dae1	dae1	dae1	dae1
8791	dae2	dae2	dae2	*	*	3e66	8ea2bee6,8ea2bee6v	7b4c	e7ad8c	7b4c	00007b4c	dae2	dae2	dae2	dae2	dae2	dae2	dae2
8792	dae3	dae3	dae3	*	*	3e67	8ea2bee7,8ea2bee7v	7b4e	e7ad8e	7b4e	00007b4e	dae3	dae3	dae3	dae3	dae3	dae3	dae3
8793	dae4	dae4	dae4	*	*	3e68	8ea2bee8,8ea2bee8v	7b40	e7ad80	7b40	00007b40	dae4	dae4	dae4	dae4	dae4	dae4	dae4
8794	dae5	dae5	dae5	*	*	3e69	8ea2bee9,8ea2bee9v	7b58	e7ad98	7b58	00007b58	dae5	dae5	dae5	dae5	dae5	dae5	dae5
8795	dae6	dae6	dae6	*	*	3e6a	8ea2beea,8ea2beeav	7b45	e7ad85	7b45	00007b45	dae6	dae6	dae6	dae6	dae6	dae6	dae6
8796	dae7	dae7	dae7	*	*	3e6b	8ea2beeb,8ea2beebv	7ca2	e7b2a2	7ca2	00007ca2	dae7	dae7	dae7	dae7	dae7	dae7	dae7
8797	dae8	dae8	dae8	*	*	3e6c	8ea2beec,8ea2beecv	7c9e	e7b29e	7c9e	00007c9e	dae8	dae8	dae8	dae8	dae8	dae8	dae8
8798	dae9	dae9	dae9	*	*	3e6d	8ea2beed,8ea2beedv	7ca8	e7b2a8	7ca8	00007ca8	dae9	dae9	dae9	dae9	dae9	dae9	dae9
8799	daea	daea	daea	*	*	3e6e	8ea2beee,8ea2beeev	7ca1	e7b2a1	7ca1	00007ca1	daea	daea	daea	daea	daea	daea	daea
8800	daeb	daeb	daeb	*	*	3e6f	8ea2beef,8ea2beefv	7d58	e7b598	7d58	00007d58	daeb	daeb	daeb	daeb	daeb	daeb	daeb
8801	daec	daec	daec	*	*	3e70	8ea2bef0,8ea2bef0v	7d6f	e7b5af	7d6f	00007d6f	daec	daec	daec	daec	daec	daec	daec
8802	daed	daed	daed	*	*	3e71	8ea2bef1,8ea2bef1v	7d63	e7b5a3	7d63	00007d63	daed	daed	daed	daed	daed	daed	daed
8803	daee	daee	daee	*	*	3e72	8ea2bef2,8ea2bef2v	7d53	e7b593	7d53	00007d53	daee	daee	daee	daee	daee	daee	daee
8804	daef	daef	daef	*	*	3e73	8ea2bef3,8ea2bef3v	7d56	e7b596	7d56	00007d56	daef	daef	daef	daef	daef	daef	daef
8805	daf0	daf0	daf0	*	*	3e74	8ea2bef4,8ea2bef4v	7d67	e7b5a7	7d67	00007d67	daf0	daf0	daf0	daf0	daf0	daf0	daf0
8806	daf1	daf1	daf1	*	*	3e75	8ea2bef5,8ea2bef5v	7d6a	e7b5aa	7d6a	00007d6a	daf1	daf1	daf1	daf1	daf1	daf1	daf1
8807	daf2	daf2	daf2	*	*	3e76	8ea2bef6,8ea2bef6v	7d4f	e7b58f	7d4f	00007d4f	daf2	daf2	daf2	daf2	daf2	daf2	daf2
8808	daf3	daf3	daf3	*	*	3e77	8ea2bef7,8ea2bef7v	7d6d	e7b5ad	7d6d	00007d6d	daf3	daf3	daf3	daf3	daf3	daf3	daf3
8809	daf4	daf4	daf4	*	*	3e78	8ea2bef8,8ea2bef8v	7d5c	e7b59c	7d5c	00007d5c	daf4	daf4	daf4	daf4	daf4	daf4	daf4
8810	daf5	daf5	daf5	*	*	3e79	8ea2bef9,8ea2bef9v	7d6b	e7b5ab	7d6b	00007d6b	daf5	daf5	daf5	daf5	daf5	daf5	daf5
8811	daf6	daf6	daf6	*	*	3e7a	8ea2befa,8ea2befav	7d52	e7b592	7d52	00007d52	daf6	daf6	daf6	daf6	daf6	daf6	daf6
8812	daf7	daf7	daf7	*	*	3e7b	8ea2befb,8ea2befbv	7d54	e7b594	7d54	00007d54	daf7	daf7	daf7	daf7	daf7	daf7	daf7
8813	daf8	daf8	daf8	*	*	3e7c	8ea2befc,8ea2befcv	7d69	e7b5a9	7d69	00007d69	daf8	daf8	daf8	daf8	daf8	daf8	daf8
8814	daf9	daf9	daf9	*	*	3e7d	8ea2befd,8ea2befdv	7d51	e7b591	7d51	00007d51	daf9	daf9	daf9	daf9	daf9	daf9	daf9
8815	dafa	dafa	dafa	*	*	3e7e	8ea2befe,8ea2befev	7d5f	e7b59f	7d5f	00007d5f	dafa	dafa	dafa	dafa	dafa	dafa	dafa
8816	dafb	dafb	dafb	*	*	3f21	8ea2bfa1,8ea2bfa1v	7d4e	e7b58e	7d4e	00007d4e	dafb	dafb	dafb	dafb	dafb	dafb	dafb
8817	dafc	dafc	dafc	*	*	3f22	8ea2bfa2,8ea2bfa2v	7f3e	e7bcbe	7f3e	00007f3e	dafc	dafc	dafc	dafc	dafc	dafc	dafc
8818	dafd	dafd	dafd	*	*	3f23	8ea2bfa3,8ea2bfa3v	7f3f	e7bcbf	7f3f	00007f3f	dafd	dafd	dafd	dafd	dafd	dafd	dafd
8819	dafe	dafe	dafe	*	*	3f24	8ea2bfa4,8ea2bfa4v	7f65	e7bda5	7f65	00007f65	dafe	dafe	dafe	dafe	dafe	dafe	dafe
8820	db40	db40	db40	*	*	3f25	8ea2bfa5,8ea2bfa5v	7f66	e7bda6	7f66	00007f66	db40	db40	db40	db40	db40	db40	db40
8821	db41	db41	db41	*	*	3f26	8ea2bfa6,8ea2bfa6v	7fa2	e7bea2	7fa2	00007fa2	db41	db41	db41	db41	db41	db41	db41
8822	db42	db42	db42	*	*	3f27	8ea2bfa7,8ea2bfa7v	7fa0	e7bea0	7fa0	00007fa0	db42	db42	db42	db42	db42	db42	db42
8823	db43	db43	db43	*	*	3f28	8ea2bfa8,8ea2bfa8v	7fa1	e7bea1	7fa1	00007fa1	db43	db43	db43	db43	db43	db43	db43
8824	db44	db44	db44	*	*	3f29	8ea2bfa9,8ea2bfa9v	7fd7	e7bf97	7fd7	00007fd7	db44	db44	db44	db44	db44	db44	db44
8825	db45	db45	db45	*	*	3f2a	8ea2bfaa,8ea2bfaav	8051	e88191	8051	00008051	db45	db45	db45	db45	db45	db45	db45
8826	db46	db46	db46	*	*	3f2b	8ea2bfab,8ea2bfabv	804f	e8818f	804f	0000804f	db46	db46	db46	db46	db46	db46	db46
8827	db47	db47	db47	*	*	3f2c	8ea2bfac,8ea2bfacv	8050	e88190	8050	00008050	db47	db47	db47	db47	db47	db47	db47
8828	db48	db48	db48	*	*	3f2d	8ea2bfad,8ea2bfadv	80fe	e883be	80fe	000080fe	db48	db48	db48	db48	db48	db48	db48
8829	db49	db49	db49	*	*	3f2e	8ea2bfae,8ea2bfaev	80d4	e88394	80d4	000080d4	db49	db49	db49	db49	db49	db49	db49
8830	db4a	db4a	db4a	*	*	3f2f	8ea2bfaf,8ea2bfafv	8143	e88583	8143	00008143	db4a	db4a	db4a	db4a	db4a	db4a	db4a
8831	db4b	db4b	db4b	*	*	3f30	8ea2bfb0,8ea2bfb0v	814a	e8858a	814a	0000814a	db4b	db4b	db4b	db4b	db4b	db4b	db4b
8832	db4c	db4c	db4c	*	*	3f31	8ea2bfb1,8ea2bfb1v	8152	e88592	8152	00008152	db4c	db4c	db4c	db4c	db4c	db4c	db4c
8833	db4d	db4d	db4d	*	*	3f32	8ea2bfb2,8ea2bfb2v	814f	e8858f	814f	0000814f	db4d	db4d	db4d	db4d	db4d	db4d	db4d
8834	db4e	db4e	db4e	*	*	3f33	8ea2bfb3,8ea2bfb3v	8147	e88587	8147	00008147	db4e	db4e	db4e	db4e	db4e	db4e	db4e
8835	db4f	db4f	db4f	*	*	3f34	8ea2bfb4,8ea2bfb4v	813d	e884bd	813d	0000813d	db4f	db4f	db4f	db4f	db4f	db4f	db4f
8836	db50	db50	db50	*	*	3f35	8ea2bfb5,8ea2bfb5v	814d	e8858d	814d	0000814d	db50	db50	db50	db50	db50	db50	db50
8837	db51	db51	db51	*	*	3f36	8ea2bfb6,8ea2bfb6v	813a	e884ba	813a	0000813a	db51	db51	db51	db51	db51	db51	db51
8838	db52	db52	db52	*	*	3f37	8ea2bfb7,8ea2bfb7v	81e6	e887a6	81e6	000081e6	db52	db52	db52	db52	db52	db52	db52
8839	db53	db53	db53	*	*	3f38	8ea2bfb8,8ea2bfb8v	81ee	e887ae	81ee	000081ee	db53	db53	db53	db53	db53	db53	db53
8840	db54	db54	db54	*	*	3f39	8ea2bfb9,8ea2bfb9v	81f7	e887b7	81f7	000081f7	db54	db54	db54	db54	db54	db54	db54
8841	db55	db55	db55	*	*	3f3a	8ea2bfba,8ea2bfbav	81f8	e887b8	81f8	000081f8	db55	db55	db55	db55	db55	db55	db55
8842	db56	db56	db56	*	*	3f3b	8ea2bfbb,8ea2bfbbv	81f9	e887b9	81f9	000081f9	db56	db56	db56	db56	db56	db56	db56
8843	db57	db57	db57	*	*	3f3c	8ea2bfbc,8ea2bfbcv	8204	e88884	8204	00008204	db57	db57	db57	db57	db57	db57	db57
8844	db58	db58	db58	*	*	3f3d	8ea2bfbd,8ea2bfbdv	823c	e888bc	823c	0000823c	db58	db58	db58	db58	db58	db58	db58
8845	db59	db59	db59	*	*	3f3e	8ea2bfbe,8ea2bfbev	823d	e888bd	823d	0000823d	db59	db59	db59	db59	db59	db59	db59
8846	db5a	db5a	db5a	*	*	3f3f	8ea2bfbf,8ea2bfbfv	823f	e888bf	823f	0000823f	db5a	db5a	db5a	db5a	db5a	db5a	db5a
8847	db5b	db5b	db5b	*	*	3f40	8ea2bfc0,8ea2bfc0v	8275	e889b5	8275	00008275	db5b	db5b	db5b	db5b	db5b	db5b	db5b
8848	db5c	db5c	db5c	*	*	3f41	8ea2bfc1,8ea2bfc1v	833b	e88cbb	833b	0000833b	db5c	db5c	db5c	db5c	db5c	db5c	db5c
8849	db5d	db5d	db5d	*	*	3f42	8ea2bfc2,8ea2bfc2v	83cf	e88f8f,eeaf9e	83cf,ebde	000083cf,0000ebde	9c77,db5d	db5d	db5d	db5d	db5d	db5d	9c77,db5d
8850	db5e	db5e	db5e	*	*	3f43	8ea2bfc3,8ea2bfc3v	83f9	e88fb9	83f9	000083f9	db5e	db5e	db5e	db5e	db5e	db5e	db5e
8851	db5f	db5f	db5f	*	*	3f44	8ea2bfc4,8ea2bfc4v	8423	e890a3	8423	00008423	db5f	db5f	db5f	db5f	db5f	db5f	db5f
8852	db60	db60	db60	*	*	3f45	8ea2bfc5,8ea2bfc5v	83c0	e88f80	83c0	000083c0	db60	db60	db60	db60	db60	db60	db60
8853	db61	db61	db61	*	*	3f46	8ea2bfc6,8ea2bfc6v	83e8	e88fa8	83e8	000083e8	db61	db61	db61	db61	db61	db61	db61
8854	db62	db62	db62	*	*	3f47	8ea2bfc7,8ea2bfc7v	8412	e89092	8412	00008412	db62	db62	db62	db62	db62	db62	db62
8855	db63	db63	db63	*	*	3f48	8ea2bfc8,8ea2bfc8v	83e7	e88fa7	83e7	000083e7	db63	db63	db63	db63	db63	db63	db63
8856	db64	db64	db64	*	*	3f49	8ea2bfc9,8ea2bfc9v	83e4	e88fa4	83e4	000083e4	db64	db64	db64	db64	db64	db64	db64
8857	db65	db65	db65	*	*	3f4a	8ea2bfca,8ea2bfcav	83fc	e88fbc	83fc	000083fc	db65	db65	db65	db65	db65	db65	db65
8858	db66	db66	db66	*	*	3f4b	8ea2bfcb,8ea2bfcbv	83f6	e88fb6	83f6	000083f6	db66	db66	db66	db66	db66	db66	db66
8859	db67	db67	db67	*	*	3f4c	8ea2bfcc,8ea2bfccv	8410	e89090	8410	00008410	db67	db67	db67	db67	db67	db67	db67
8860	db68	db68	db68	*	*	3f4d	8ea2bfcd,8ea2bfcdv	83c6	e88f86	83c6	000083c6	db68	db68	db68	db68	db68	db68	db68
8861	db69	db69	db69	*	*	3f4e	8ea2bfce,8ea2bfcev	83c8	e88f88	83c8	000083c8	db69	db69	db69	db69	db69	db69	db69
8862	db6a	db6a	db6a	*	*	3f4f	8ea2bfcf,8ea2bfcfv	83eb	e88fab	83eb	000083eb	db6a	db6a	db6a	db6a	db6a	db6a	db6a
8863	db6b	db6b	db6b	*	*	3f50	8ea2bfd0,8ea2bfd0v	83e3	e88fa3	83e3	000083e3	db6b	db6b	db6b	db6b	db6b	db6b	db6b
8864	db6c	db6c	db6c	*	*	3f51	8ea2bfd1,8ea2bfd1v	83bf	e88ebf	83bf	000083bf	db6c	db6c	db6c	db6c	db6c	db6c	db6c
8865	db6d	db6d	db6d	*	*	3f52	8ea2bfd2,8ea2bfd2v	8401	e89081	8401	00008401	db6d	db6d	db6d	db6d	db6d	db6d	db6d
8866	db6e	db6e	db6e	*	*	3f53	8ea2bfd3,8ea2bfd3v	83dd	e88f9d	83dd	000083dd	db6e	db6e	db6e	db6e	db6e	db6e	db6e
8867	db6f	db6f	db6f	*	*	3f54	8ea2bfd4,8ea2bfd4v	83e5	e88fa5	83e5	000083e5	db6f	db6f	db6f	db6f	db6f	db6f	db6f
8868	db70	db70	db70	*	*	3f55	8ea2bfd5,8ea2bfd5v	83d8	e88f98	83d8	000083d8	db70	db70	db70	db70	db70	db70	db70
8869	db71	db71	db71	*	*	3f56	8ea2bfd6,8ea2bfd6v	83ff	e88fbf	83ff	000083ff	db71	db71	db71	db71	db71	db71	db71
8870	db72	db72	db72	*	*	3f57	8ea2bfd7,8ea2bfd7v	83e1	e88fa1	83e1	000083e1	db72	db72	db72	db72	db72	db72	db72
8871	db73	db73	db73	*	*	3f58	8ea2bfd8,8ea2bfd8v	83cb	e88f8b	83cb	000083cb	db73	db73	db73	db73	db73	db73	db73
8872	db74	db74	db74	*	*	3f59	8ea2bfd9,8ea2bfd9v	83ce	e88f8e	83ce	000083ce	db74	db74	db74	db74	db74	db74	db74
8873	db75	db75	db75	*	*	3f5a	8ea2bfda,8ea2bfdav	83d6	e88f96	83d6	000083d6	db75	db75	db75	db75	db75	db75	db75
